@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
3455,0,1051,192,0,1098,24,76,949,78,171,71,1185,232,153,1,51,45,120,1,51,45,120,0,-1,-1,-1,1,51,45,120,0,-1,-1,-1,injury
3852,0,638,655,0,920,422,56,935,258,172,114,1424.5,122,156,1,63,42,139,1,63,42,139,0,-1,-1,-1,0,-1,-1,-1,1,63,42,139,injury
3290,22,1355,0,0,824,0,43,939,87,179,77,1367,113,127,1,30,39,121,1,30,39,121,0,-1,-1,-1,1,30,39,121,0,-1,-1,-1,injury
3322,0,1355,7,0,728,3,45,1105,76,164,64,1113.5,47,112,1,27,43,130,1,27,43,130,0,-1,-1,-1,0,-1,-1,-1,1,27,43,130,injury
3129,36,1168,0,0,890,0,22,970,35,182,67,1309,218,154,1,31,45,121,1,31,45,121,0,-1,-1,-1,1,31,45,121,0,-1,-1,-1,injury
3944,169,1326,0,0,1099,37,120,1040,179,159,74,1268.5,36,76,1,42,35,117,1,42,35,117,0,-1,-1,-1,1,42,35,117,0,-1,-1,-1,injury
3468,0,1286,0,0,1088,0,0,1073,0,171,56,4928,225,144,1,36,45,123,1,36,45,123,0,-1,-1,-1,1,36,45,123,0,-1,-1,-1,injury
4298,0,1398,31,2,1251,128,103,1186,194,155,77,1324.5,52,100,1,34,30,119,1,34,30,119,0,-1,-1,-1,1,34,30,119,0,-1,-1,-1,injury
6173,0,1775,435,58,1926,0,262,1776,336,99,47,769,44,113,1,17,30,147,1,17,30,147,0,-1,-1,-1,0,-1,-1,-1,1,17,30,147,injury
6820,85,1736,430,132,2384,80,150,1589,233,102,46,913,204,158,1,55,53,120,1,55,53,120,0,-1,-1,-1,1,55,53,120,0,-1,-1,-1,injury
6515,622,1949,141,104,1708,14,298,1474,335,105,54,915,69,123,1,34,48,119,1,34,48,119,0,-1,-1,-1,1,34,48,119,0,-1,-1,-1,injury
5774,20,1768,312,0,1658,164,223,1379,298,121,60,1089,120,134,1,32,41,126,1,32,41,126,0,-1,-1,-1,0,-1,-1,-1,1,32,41,126,injury
6140,82,1530,470,104,1759,234,300,1468,298,115,61,1054,44,90,1,46,58,138,1,46,58,138,0,-1,-1,-1,0,-1,-1,-1,1,46,58,138,injury
2886,0,914,45,0,955,71,61,877,3,193,78,1319.5,8,119,1,45,52,139,1,45,52,139,0,-1,-1,-1,0,-1,-1,-1,1,45,52,139,injury
3101,0,810,280,51,976,81,92,854,32,183,80,1262.5,31,127,1,24,28,142,1,24,28,142,0,-1,-1,-1,0,-1,-1,-1,1,24,28,142,injury
3914,0,957,172,25,1148,196,268,896,245,153,87,1118.5,57,140,1,23,29,137,1,23,29,137,0,-1,-1,-1,0,-1,-1,-1,1,23,29,137,injury
2921,0,779,336,0,804,95,98,885,0,201,93,1489,29,146,1,34,41,141,1,34,41,141,0,-1,-1,-1,0,-1,-1,-1,1,34,41,141,injury
3546,0,865,239,31,1039,227,250,825,136,180,103,1436.5,70,115,1,30,46,128,1,30,46,128,0,-1,-1,-1,0,-1,-1,-1,1,30,46,128,injury
2692,0,769,176,0,774,69,61,851,49,214,88,1587,49,126,1,34,20,139,1,34,20,139,0,-1,-1,-1,0,-1,-1,-1,1,34,20,139,injury
4486,0,870,692,0,1015,395,359,967,384,162,106,1463.5,16,137,1,37,29,164,1,37,29,164,0,-1,-1,-1,0,-1,-1,-1,1,37,29,164,injury
4210,0,763,645,0,1073,295,281,913,275,178,108,1711,85,104,1,50,53,137,1,50,53,137,0,-1,-1,-1,0,-1,-1,-1,1,50,53,137,injury
3416,0,723,529,0,868,177,193,872,179,212,119,1973.5,57,124,1,42,39,153,1,42,39,153,0,-1,-1,-1,0,-1,-1,-1,1,42,39,153,injury
3925,0,873,697,0,822,242,264,947,219,174,106,1500,74,151,1,48,30,153,1,48,30,153,0,-1,-1,-1,0,-1,-1,-1,1,48,30,153,injury
2851,11,881,258,0,821,30,119,665,118,210,94,1571,219,153,1,37,36,118,1,37,36,118,0,-1,-1,-1,1,37,36,118,0,-1,-1,-1,injury
3220,0,683,432,0,1054,67,251,567,213,201,118,1620,206,162,1,51,60,137,1,51,60,137,0,-1,-1,-1,0,-1,-1,-1,1,51,60,137,injury
3246,0,722,580,0,805,179,276,503,337,189,118,1451,86,153,1,47,24,155,1,47,24,155,0,-1,-1,-1,0,-1,-1,-1,1,47,24,155,injury
3516,0,737,483,46,1051,216,185,702,152,192,106,1579,235,166,1,41,51,153,1,41,51,153,0,-1,-1,-1,0,-1,-1,-1,1,41,51,153,injury
4544,0,989,477,2,948,318,531,926,356,177,133,1799,36,160,1,34,43,148,1,34,43,148,0,-1,-1,-1,0,-1,-1,-1,1,34,43,148,injury
5436,0,1795,644,108,1051,0,286,1521,12,94,43,1389.5,209,145,1,41,37,140,1,41,37,140,0,-1,-1,-1,0,-1,-1,-1,1,41,37,140,injury
5689,19,1323,918,0,1759,100,317,1081,169,104,56,772,227,158,1,42,37,149,1,42,37,149,0,-1,-1,-1,0,-1,-1,-1,1,42,37,149,injury
7247,418,1897,1118,10,1716,16,577,1336,434,86,54,631.5,223,157,1,64,29,133,1,64,29,133,0,-1,-1,-1,0,-1,-1,-1,1,64,29,133,injury
4341,0,1450,350,0,1015,99,139,1148,199,109,46,641.5,117,148,2,44,146,122,1,45,43,129,1,43,248,115,1,43,248,115,1,45,43,129,injury
2410,0,1661,0,50,693,0,12,15,2,148,56,1415,125,140,1,10,23,109,1,10,23,109,0,-1,-1,-1,1,10,23,109,0,-1,-1,-1,injury
4118,0,1302,147,0,1097,0,217,1188,183,147,65,1141.5,248,175,1,32,37,133,1,32,37,133,0,-1,-1,-1,0,-1,-1,-1,1,32,37,133,injury
4131,0,1390,165,0,1037,12,336,855,338,121,71,713.5,212,168,1,27,34,129,1,27,34,129,0,-1,-1,-1,0,-1,-1,-1,1,27,34,129,injury
3639,0,1201,385,0,994,0,201,747,168,142,74,896.5,231,159,1,31,39,145,1,31,39,145,0,-1,-1,-1,0,-1,-1,-1,1,31,39,145,injury
4140,0,1353,110,135,1121,136,259,1062,5,143,70,1050,14,110,1,35,43,131,1,35,43,131,0,-1,-1,-1,0,-1,-1,-1,1,35,43,131,injury
4430,0,1043,777,18,1126,56,356,892,234,122,64,811,148,174,1,47,46,157,1,47,46,157,0,-1,-1,-1,0,-1,-1,-1,1,47,46,157,injury
3925,0,1185,370,0,921,152,161,1052,98,130,66,793.5,18,126,1,41,28,138,1,41,28,138,0,-1,-1,-1,0,-1,-1,-1,1,41,28,138,injury
4200,0,1040,435,0,1251,133,185,1009,206,129,65,843.5,48,149,1,49,50,129,1,49,50,129,0,-1,-1,-1,0,-1,-1,-1,1,49,50,129,injury
3474,0,1368,242,0,799,0,142,746,139,128,60,685,221,165,1,37,47,133,1,37,47,133,0,-1,-1,-1,0,-1,-1,-1,1,37,47,133,injury
3249,0,1112,344,0,732,0,35,893,115,145,59,827.5,221,155,2,42,146,132,1,36,47,139,1,47,245,125,0,-1,-1,-1,2,42,146,132,injury
4110,0,1203,395,0,1182,52,146,1050,142,132,58,860.5,105,134,1,27,38,140,1,27,38,140,0,-1,-1,-1,0,-1,-1,-1,1,27,38,140,injury
8089,791,2591,0,176,2049,0,616,1550,351,77,45,1073.5,98,108,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
5723,8,2034,24,249,1654,0,263,1130,409,91,45,961.5,210,163,1,21,21,123,1,21,21,123,0,-1,-1,-1,1,21,21,123,0,-1,-1,-1,injury
6214,235,2009,0,82,1950,39,221,1412,295,94,42,669.5,42,114,1,42,53,120,1,42,53,120,0,-1,-1,-1,1,42,53,120,0,-1,-1,-1,injury
6368,11,2395,138,14,1716,266,302,1500,16,85,42,564.5,36,130,1,37,38,126,1,37,38,126,0,-1,-1,-1,0,-1,-1,-1,1,37,38,126,injury
5455,4,1624,8,69,1737,303,375,1415,16,94,53,603,83,121,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
4335,0,1591,0,0,1178,125,200,1254,16,117,53,722,221,142,1,17,28,115,1,17,28,115,0,-1,-1,-1,1,17,28,115,0,-1,-1,-1,injury
4096,0,1282,92,0,1274,33,84,1302,8,127,47,822.5,123,133,1,23,35,146,1,23,35,146,0,-1,-1,-1,0,-1,-1,-1,1,23,35,146,injury
3239,0,1438,9,0,865,0,11,859,12,144,49,807,212,141,1,37,39,131,1,37,39,131,0,-1,-1,-1,0,-1,-1,-1,1,37,39,131,injury
5041,0,1713,0,0,1424,76,229,1253,264,113,53,796,212,154,1,27,36,124,1,27,36,124,0,-1,-1,-1,0,-1,-1,-1,1,27,36,124,injury
4362,0,1183,483,0,1369,77,107,1135,47,129,53,2664,44,145,1,18,27,145,1,18,27,145,0,-1,-1,-1,0,-1,-1,-1,1,18,27,145,injury
3860,0,1031,270,78,1254,75,0,1124,21,131,56,752.5,50,140,1,34,40,130,1,34,40,130,0,-1,-1,-1,0,-1,-1,-1,1,34,40,130,injury
3998,48,1207,184,76,1394,27,163,815,183,137,64,891.5,27,88,1,39,53,117,1,39,53,117,0,-1,-1,-1,1,39,53,117,0,-1,-1,-1,injury
3543,0,1214,78,6,1188,40,36,969,41,150,58,966.5,84,138,1,27,40,137,1,27,40,137,0,-1,-1,-1,0,-1,-1,-1,1,27,40,137,injury
3558,0,1411,51,0,893,9,29,1094,81,154,54,1071,91,138,2,35,117,122,1,27,25,118,1,43,208,125,1,27,25,118,1,43,208,125,injury
3630,89,1338,168,12,1000,5,16,1044,0,140,53,867,70,97,1,42,35,118,1,42,35,118,0,-1,-1,-1,1,42,35,118,0,-1,-1,-1,injury
3367,0,1342,0,32,1005,41,0,941,0,99,37,381.5,88,126,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
3122,0,1169,0,0,1003,0,0,883,0,107,26,433.5,85,125,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
4155,0,1690,0,0,1177,0,0,1209,0,117,38,693,48,135,2,28,123,128,1,25,48,134,1,30,198,121,1,30,198,121,1,25,48,134,injury
4224,0,1743,0,0,1375,0,0,1115,0,112,37,1481.5,71,140,1,36,37,125,1,36,37,125,0,-1,-1,-1,0,-1,-1,-1,1,36,37,125,injury
4148,0,1533,0,0,1248,0,0,1313,0,124,36,776.5,41,111,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
3928,0,1651,0,0,1105,0,0,1146,0,98,29,448.5,116,128,2,39,129,117,1,43,48,112,1,34,209,122,2,39,129,117,0,-1,-1,-1,injury
4323,0,1642,33,0,1443,0,0,1109,0,107,36,600.5,208,133,1,33,53,114,1,33,53,114,0,-1,-1,-1,1,33,53,114,0,-1,-1,-1,injury
4030,0,1224,385,96,1357,0,31,978,0,119,50,703.5,68,103,1,44,30,132,1,44,30,132,0,-1,-1,-1,0,-1,-1,-1,1,44,30,132,injury
4951,56,1689,13,0,1619,13,22,1459,0,117,41,862,198,131,2,47,124,112,1,60,49,103,1,33,199,121,2,47,124,112,0,-1,-1,-1,injury
4800,0,2030,19,16,1075,147,123,1398,0,113,51,2112,40,125,2,26,122,123,1,41,41,123,1,10,202,122,2,26,122,123,0,-1,-1,-1,injury
3040,0,1090,0,0,1026,0,0,925,0,132,38,642.5,134,126,1,29,33,126,1,29,33,126,0,-1,-1,-1,0,-1,-1,-1,1,29,33,126,injury
3132,0,929,0,0,1152,0,0,1039,0,131,39,1220.5,58,126,1,27,15,123,1,27,15,123,0,-1,-1,-1,1,27,15,123,0,-1,-1,-1,injury
2510,0,970,29,0,812,4,0,650,0,145,49,619,27,142,1,29,31,137,1,29,31,137,0,-1,-1,-1,0,-1,-1,-1,1,29,31,137,injury
3193,0,1107,0,0,1062,0,0,1052,0,141,37,803,125,127,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
2663,0,861,0,0,991,0,0,822,0,142,37,652,22,137,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
5209,0,2057,0,0,1486,0,0,1593,0,78,24,388,173,119,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
4440,0,1656,0,0,1421,0,0,1264,0,87,26,402.5,74,119,1,37,28,120,1,37,28,120,0,-1,-1,-1,1,37,28,120,0,-1,-1,-1,injury
4242,0,1810,0,0,1285,0,0,1104,0,89,23,408,159,128,1,37,25,122,1,37,25,122,0,-1,-1,-1,1,37,25,122,0,-1,-1,-1,injury
3243,0,1260,0,0,910,0,0,1059,0,110,28,469.5,236,121,1,32,33,123,1,32,33,123,0,-1,-1,-1,1,32,33,123,0,-1,-1,-1,injury
2979,0,919,0,0,1021,0,0,996,0,109,25,417.5,83,135,1,22,30,130,1,22,30,130,0,-1,-1,-1,0,-1,-1,-1,1,22,30,130,injury
2951,0,1168,0,0,909,0,0,867,0,147,46,767.5,28,131,1,31,32,126,1,31,32,126,0,-1,-1,-1,0,-1,-1,-1,1,31,32,126,injury
2666,0,1100,0,0,817,0,0,696,0,148,42,699,214,126,1,27,35,125,1,27,35,125,0,-1,-1,-1,0,-1,-1,-1,1,27,35,125,injury
3145,0,1130,24,0,1015,0,0,944,0,124,42,1495,25,134,1,34,21,132,1,34,21,132,0,-1,-1,-1,0,-1,-1,-1,1,34,21,132,injury
3622,0,1383,206,0,938,0,19,1103,0,112,42,542.5,49,95,1,22,45,128,1,22,45,128,0,-1,-1,-1,0,-1,-1,-1,1,22,45,128,injury
4222,4,1584,150,0,1328,6,39,1074,0,114,41,674,113,126,1,36,31,131,1,36,31,131,0,-1,-1,-1,0,-1,-1,-1,1,36,31,131,injury
2461,0,1212,0,0,702,0,0,546,0,157,45,733.5,128,126,1,16,25,134,1,16,25,134,0,-1,-1,-1,0,-1,-1,-1,1,16,25,134,injury
3609,0,1363,0,0,1062,0,0,1125,0,118,33,609,173,118,1,29,36,122,1,29,36,122,0,-1,-1,-1,1,29,36,122,0,-1,-1,-1,injury
2607,0,1025,0,0,774,0,0,792,0,130,33,511.5,170,120,1,20,24,125,1,20,24,125,0,-1,-1,-1,0,-1,-1,-1,1,20,24,125,injury
2934,0,1195,0,0,890,0,0,832,0,125,41,536.5,22,117,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
3256,0,1425,0,0,962,0,0,811,0,126,41,634.5,35,133,1,18,30,131,1,18,30,131,0,-1,-1,-1,0,-1,-1,-1,1,18,30,131,injury
3714,0,1398,59,20,1253,0,0,974,0,108,38,510,114,128,1,24,33,131,1,24,33,131,0,-1,-1,-1,0,-1,-1,-1,1,24,33,131,injury
3991,0,1468,33,0,1082,8,0,1350,0,106,36,1319,28,133,1,36,24,131,1,36,24,131,0,-1,-1,-1,0,-1,-1,-1,1,36,24,131,injury
3481,0,1600,0,0,722,0,0,1138,0,102,33,427,188,119,1,28,39,125,1,28,39,125,0,-1,-1,-1,0,-1,-1,-1,1,28,39,125,injury
3010,66,1255,3,0,742,22,0,843,75,113,42,458.5,149,134,1,25,33,126,1,25,33,126,0,-1,-1,-1,0,-1,-1,-1,1,25,33,126,injury
4670,124,1698,31,0,1253,166,46,1279,30,109,41,672.5,119,124,1,47,57,122,1,47,57,122,0,-1,-1,-1,1,47,57,122,0,-1,-1,-1,injury
2238,0,929,0,0,614,0,0,713,0,198,55,1070.5,57,127,1,17,26,124,1,17,26,124,0,-1,-1,-1,0,-1,-1,-1,1,17,26,124,injury
2379,0,1003,0,0,541,0,0,847,0,199,66,1188.5,60,107,1,31,41,130,1,31,41,130,0,-1,-1,-1,0,-1,-1,-1,1,31,41,130,injury
3237,0,1156,269,0,889,11,53,938,5,175,70,1276.5,76,144,1,37,38,133,1,37,38,133,0,-1,-1,-1,0,-1,-1,-1,1,37,38,133,injury
3245,15,904,379,0,891,82,99,828,17,185,85,1369.5,80,122,1,41,43,137,1,41,43,137,0,-1,-1,-1,0,-1,-1,-1,1,41,43,137,injury
3026,0,1075,223,0,911,8,56,720,0,168,64,1058.5,82,126,2,31,143,120,1,39,45,130,1,22,241,110,1,22,241,110,1,39,45,130,injury
8400,0,2572,172,63,2392,13,105,2832,53,61,22,410.5,119,121,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
5930,72,2178,0,69,1227,250,320,1812,0,72,32,606,115,134,1,28,33,104,1,28,33,104,0,-1,-1,-1,1,28,33,104,0,-1,-1,-1,injury
5522,42,1802,241,0,1629,0,44,1779,46,86,31,528.5,79,129,1,16,51,97,1,16,51,97,0,-1,-1,-1,1,16,51,97,0,-1,-1,-1,injury
7069,203,2282,370,83,2089,113,124,1963,0,71,28,432.5,166,120,1,23,39,134,1,23,39,134,0,-1,-1,-1,0,-1,-1,-1,1,23,39,134,injury
6571,0,2092,26,0,2188,0,0,2015,19,77,26,489,179,126,1,45,47,120,1,45,47,120,0,-1,-1,-1,1,45,47,120,0,-1,-1,-1,injury
3238,0,1239,51,0,897,8,6,1045,0,144,50,875.5,44,105,1,38,28,129,1,38,28,129,0,-1,-1,-1,0,-1,-1,-1,1,38,28,129,injury
3863,6,1631,74,0,1094,11,9,1021,0,133,46,870,34,129,1,43,36,128,1,43,36,128,0,-1,-1,-1,0,-1,-1,-1,1,43,36,128,injury
3857,0,1592,165,0,991,0,38,1040,0,132,49,2201,35,134,1,36,33,134,1,36,33,134,0,-1,-1,-1,0,-1,-1,-1,1,36,33,134,injury
3522,0,1495,0,0,951,0,0,1040,0,139,46,836.5,114,125,1,33,38,128,1,33,38,128,0,-1,-1,-1,0,-1,-1,-1,1,33,38,128,injury
3109,0,1136,0,0,1120,0,0,876,0,138,44,742.5,26,137,1,33,23,130,1,33,23,130,0,-1,-1,-1,0,-1,-1,-1,1,33,23,130,injury
2967,83,1014,220,0,786,2,20,868,0,184,73,1261.5,174,120,1,33,41,139,1,33,41,139,0,-1,-1,-1,0,-1,-1,-1,1,33,41,139,injury
2662,26,1145,69,0,598,0,0,802,0,181,63,1101,111,122,1,38,46,129,1,38,46,129,0,-1,-1,-1,0,-1,-1,-1,1,38,46,129,injury
3028,0,1267,0,0,842,0,0,879,0,174,55,1147,170,122,1,16,39,127,1,16,39,127,0,-1,-1,-1,0,-1,-1,-1,1,16,39,127,injury
2896,62,705,351,0,922,1,79,773,0,185,78,1243,76,104,1,43,52,133,1,43,52,133,0,-1,-1,-1,0,-1,-1,-1,1,43,52,133,injury
2825,0,869,315,0,871,6,54,672,0,185,75,1215.5,74,109,1,39,46,136,1,39,46,136,0,-1,-1,-1,0,-1,-1,-1,1,39,46,136,injury
3034,0,1257,0,0,1012,0,0,779,0,131,36,630,118,120,1,23,33,127,1,23,33,127,0,-1,-1,-1,0,-1,-1,-1,1,23,33,127,injury
3311,0,1518,0,0,835,0,0,918,0,122,38,629,134,123,1,27,36,110,1,27,36,110,0,-1,-1,-1,1,27,36,110,0,-1,-1,-1,injury
3680,0,1750,0,0,952,0,0,943,0,124,41,720,99,124,1,37,25,115,1,37,25,115,0,-1,-1,-1,1,37,25,115,0,-1,-1,-1,injury
3520,4,1477,63,0,1092,0,31,841,0,129,45,742,83,127,1,35,36,120,1,35,36,120,0,-1,-1,-1,1,35,36,120,0,-1,-1,-1,injury
3400,0,1507,51,11,1061,0,12,692,0,118,41,563,46,91,1,27,37,129,1,27,37,129,0,-1,-1,-1,0,-1,-1,-1,1,27,37,129,injury
3273,0,1191,112,0,947,0,6,1016,0,138,51,1899,25,134,1,25,15,134,1,25,15,134,0,-1,-1,-1,0,-1,-1,-1,1,25,15,134,injury
3450,0,1288,128,0,1090,5,27,871,0,143,52,900.5,32,138,1,29,41,137,1,29,41,137,0,-1,-1,-1,0,-1,-1,-1,1,29,41,137,injury
4032,0,1715,225,0,953,0,121,1038,0,113,43,605,87,126,1,36,40,134,1,36,40,134,0,-1,-1,-1,0,-1,-1,-1,1,36,40,134,injury
3880,0,1440,198,0,1167,4,126,956,0,122,46,732,45,104,1,38,31,134,1,38,31,134,0,-1,-1,-1,0,-1,-1,-1,1,38,31,134,injury
3412,0,1401,66,0,1005,4,18,912,0,125,43,648.5,89,141,1,34,33,134,1,34,33,134,0,-1,-1,-1,0,-1,-1,-1,1,34,33,134,injury
4572,20,1718,0,124,1435,0,0,1277,98,124,56,870,120,124,1,18,26,130,1,18,26,130,0,-1,-1,-1,0,-1,-1,-1,1,18,26,130,injury
4161,0,1131,0,63,1218,0,46,1631,86,125,50,816.5,233,152,1,22,31,120,1,22,31,120,0,-1,-1,-1,1,22,31,120,0,-1,-1,-1,injury
3735,0,1174,0,29,1213,7,95,1100,132,132,58,778.5,220,155,1,16,25,122,1,16,25,122,0,-1,-1,-1,1,16,25,122,0,-1,-1,-1,injury
3685,0,1234,0,80,1108,9,18,1215,63,137,58,850,83,129,1,27,39,120,1,27,39,120,0,-1,-1,-1,1,27,39,120,0,-1,-1,-1,injury
3097,0,864,0,0,1048,26,25,1132,0,148,53,819.5,75,133,1,27,35,119,1,27,35,119,0,-1,-1,-1,1,27,35,119,0,-1,-1,-1,injury
2887,0,989,0,31,1051,39,0,803,43,183,71,1207,224,150,1,28,18,121,1,28,18,121,0,-1,-1,-1,1,28,18,121,0,-1,-1,-1,injury
3749,0,1402,13,62,1193,63,0,964,72,154,64,1123.5,238,97,1,33,34,122,1,33,34,122,0,-1,-1,-1,1,33,34,122,0,-1,-1,-1,injury
5215,261,1803,35,65,1280,136,149,1371,58,119,55,2730,98,125,1,47,41,125,1,47,41,125,0,-1,-1,-1,0,-1,-1,-1,1,47,41,125,injury
3977,20,1236,0,55,1196,31,11,1351,140,134,54,852.5,67,128,1,27,32,110,1,27,32,110,0,-1,-1,-1,1,27,32,110,0,-1,-1,-1,injury
4606,0,2023,0,0,1126,0,0,1354,0,132,44,2329.5,113,126,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
4097,175,1433,4,0,1003,0,2,1435,117,163,70,1327,211,127,1,44,23,112,1,44,23,112,0,-1,-1,-1,1,44,23,112,0,-1,-1,-1,injury
3170,8,1290,0,0,942,9,2,910,3,171,59,3408.5,59,128,1,36,8,117,1,36,8,117,0,-1,-1,-1,1,36,8,117,0,-1,-1,-1,injury
3433,0,1234,0,11,1078,0,41,1059,30,151,57,976.5,234,148,1,26,45,114,1,26,45,114,0,-1,-1,-1,1,26,45,114,0,-1,-1,-1,injury
4741,0,1628,73,116,1381,69,113,1042,355,138,63,1179,117,132,1,17,28,121,1,17,28,121,0,-1,-1,-1,1,17,28,121,0,-1,-1,-1,injury
5277,94,1784,0,16,1451,162,180,1607,65,126,59,1068.5,42,82,1,31,40,106,1,31,40,106,0,-1,-1,-1,1,31,40,106,0,-1,-1,-1,injury
5037,410,1446,0,181,1377,84,134,1346,281,135,70,1137.5,194,89,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,injury
4731,0,1705,13,82,1330,122,56,1138,344,135,62,1084.5,121,132,1,30,41,123,1,30,41,123,0,-1,-1,-1,1,30,41,123,0,-1,-1,-1,injury
5331,362,1661,0,92,1513,168,163,1302,40,117,55,2273,58,115,1,39,32,108,1,39,32,108,0,-1,-1,-1,1,39,32,108,0,-1,-1,-1,injury
5519,372,1545,0,218,1591,144,34,1479,237,117,55,910,77,128,1,27,66,90,1,27,66,90,0,-1,-1,-1,1,27,66,90,0,-1,-1,-1,injury
5168,177,1676,0,18,1478,81,93,1262,347,110,47,757.5,168,132,1,45,27,113,1,45,27,113,0,-1,-1,-1,1,45,27,113,0,-1,-1,-1,injury
3765,658,0,2,1617,36,0,1327,109,0,109,134,839.5,82,13,1,31,83,38,1,31,83,38,0,-1,-1,-1,1,31,83,38,0,-1,-1,-1,injury
7167,770,1459,0,543,1799,323,410,1703,200,108,69,1027.5,121,117,1,44,34,105,1,44,34,105,0,-1,-1,-1,1,44,34,105,0,-1,-1,-1,injury
4912,5,1802,0,0,1293,108,167,1486,12,120,53,860,127,91,1,39,35,119,1,39,35,119,0,-1,-1,-1,1,39,35,119,0,-1,-1,-1,injury
6609,980,1408,14,256,1663,342,419,1590,0,91,56,645.5,92,126,1,36,47,93,1,36,47,93,0,-1,-1,-1,1,36,47,93,0,-1,-1,-1,injury
6098,441,1546,0,114,1697,191,262,1741,115,97,51,1877,50,113,1,46,60,114,1,46,60,114,0,-1,-1,-1,1,46,60,114,0,-1,-1,-1,injury
5759,142,1891,122,79,1642,168,346,1397,20,125,62,2205,230,155,1,27,34,136,1,27,34,136,0,-1,-1,-1,0,-1,-1,-1,1,27,34,136,injury
5481,382,1568,0,206,1544,114,163,1301,439,127,58,1111.5,78,83,1,46,49,116,1,46,49,116,0,-1,-1,-1,1,46,49,116,0,-1,-1,-1,injury
4752,209,1553,0,126,1369,33,76,1239,344,132,55,1068.5,50,94,1,35,39,112,1,35,39,112,0,-1,-1,-1,1,35,39,112,0,-1,-1,-1,injury
6490,363,1695,0,139,1869,81,333,1700,225,108,51,2432.5,96,119,1,43,43,111,1,43,43,111,0,-1,-1,-1,1,43,43,111,0,-1,-1,-1,injury
5769,173,1714,0,62,1779,174,250,1564,25,111,56,860,94,95,1,52,53,121,1,52,53,121,0,-1,-1,-1,1,52,53,121,0,-1,-1,-1,injury
5981,0,1903,234,118,1681,85,122,1737,146,118,50,2197.5,166,77,1,43,55,127,1,43,55,127,0,-1,-1,-1,0,-1,-1,-1,1,43,55,127,injury
6742,18,1705,585,190,2120,147,134,1865,129,116,54,2788.5,57,87,1,51,35,130,1,51,35,130,0,-1,-1,-1,0,-1,-1,-1,1,51,35,130,injury
6919,25,1714,706,292,1907,149,219,1825,338,117,60,1175,127,132,1,51,52,133,1,51,52,133,0,-1,-1,-1,0,-1,-1,-1,1,51,52,133,injury
